paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
hanlon et al. (2022),277,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",conventional time series,log total mortality 1866-1965,mortality,all,0,number of fog days,weekly,4479,1 extra fog day,0,0,1,1249.184,407.1412,0.206,0.634,0.00835,0.00232,NA,table a1,table 2 - column 2,NA,1
hanlon et al. (2022),278,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",instrumental variable,log total mortality 1866-1965,mortality,all,0,number of fog days,weekly,4479,1 extra fog day,0,0,1,1249.184,407.1412,0.206,0.634,0.0375,0.00771,NA,table a1,table 2 - column 4,NA,1
hanlon et al. (2022),279,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - age 0-1,mortality,infant,0,number of fog days,weekly,3905,1 extra fog day,0,0,1,215.349,173.562,0.206,0.634,-6e-4,0.0028,NA,table a1,table 1 - column 1,NA,1
hanlon et al. (2022),280,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - age 1-5,mortality,children,0,number of fog days,weekly,3888,1 extra fog day,0,0,1,125.887,113.014,0.206,0.634,0.0154,0.0064,NA,table a1,table 1 - column 2,NA,1
hanlon et al. (2022),281,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - young,mortality,young,0,number of fog days,weekly,4192,1 extra fog day,0,0,1,67.343,35.771,0.206,0.634,0.0102,0.0034,NA,table a1,table 1 - column 3,NA,1
hanlon et al. (2022),282,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - adult,mortality,adult,0,number of fog days,weekly,4192,1 extra fog day,0,0,1,141.944,69.762,0.206,0.634,0.0063,0.0023,NA,table a1,table 1 - column 4,NA,1
hanlon et al. (2022),283,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - middle age,mortality,middle age,0,number of fog days,weekly,4192,1 extra fog day,0,0,1,261.158,67.785,0.206,0.634,0.0092,0.0022,NA,table a1,table 1 - column 5,NA,1
hanlon et al. (2022),284,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01190/111191/London-Fog-A-Century-of-Pollution-and-Mortality?redirectedFrom=fulltext,ReStat,2022,economics,"london, uk",reduced-form,log total mortality 1866-1965 - elderly,mortality,old,0,number of fog days,weekly,4192,1 extra fog day,0,0,1,412.652,151.237,0.206,0.634,0.0098,0.0025,NA,table a1,table 1 - column 6,NA,1
he et al. (2016),285,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate,mortality,all,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,4.12,1.61,97.99,36.22,0.00836,0.00396,NA,table 1 and table 2 - column 3,table 2 - column 6,NA,0
he et al. (2016),286,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate,mortality,all,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,1.85,0.89,97.99,36.22,0.00878,0.00384,NA,table 1 and table 2 - column 3,table 3 - column 1,NA,0
he et al. (2016),287,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate,mortality,all,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,2.27,0.98,97.99,36.22,0.00461,0.00338,NA,table 1 and table 2 - column 3,table 3 - column 2,NA,0
he et al. (2016),288,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cancer mortality rate,mortality,all,1,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,1.04,0.34,97.99,36.22,0.00341,0.0023,NA,table 1 and table 2 - column 3,table 3 - column 3,NA,0
he et al. (2016),289,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized injury mortality rate,mortality,all,1,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,0.29,0.22,97.99,36.22,-3.64e-4,0.00128,NA,table 1 and table 2 - column 3,table 3 - column 4,NA,0
he et al. (2016),290,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 0-4,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.019,0.0074,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),291,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 5-9,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0054,0.0019,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),292,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 10-19,mortality,age 10-19,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0028,0.0019,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),293,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 20-39,mortality,age 20-39,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0017,0.0026,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),294,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 40-59,mortality,age 40-59,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0066,0.0043,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),295,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 60-64,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0049,0.0058,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),296,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 65-69,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0109,0.0073,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),297,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 70-74,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0061,0.0078,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),298,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 75-79,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0169,0.0075,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),299,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 80-84,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0152,0.0068,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),300,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized mortality rate - age 85+,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0159,0.0113,NA,table 1,table 5 - column 1,NA,0
he et al. (2016),301,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 0-4,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,-3e-4,0.0011,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),302,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 5-9,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0013,8e-4,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),303,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 10-19,mortality,age 10-19,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,4e-4,6e-4,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),304,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 20-39,mortality,age 20-39,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0011,0.0013,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),305,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 40-59,mortality,age 40-59,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0056,0.0034,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),306,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 60-64,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0021,0.0048,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),307,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 65-69,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.016,0.0082,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),308,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 70-74,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0099,0.0086,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),309,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 75-79,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0204,0.0085,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),310,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 80-84,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0141,0.0078,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),311,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized cvr mortality rate - age 85+,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0209,0.0107,NA,table 1,table 5 - column 2,NA,0
he et al. (2016),312,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 0-4,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0192,0.0073,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),313,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 5-9,mortality,children,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0041,0.0018,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),314,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 10-19,mortality,age 10-19,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0022,0.002,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),315,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 20-39,mortality,age 20-39,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,9e-4,0.0022,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),316,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 40-59,mortality,age 40-59,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0041,0.0038,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),317,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 60-64,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0048,0.006,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),318,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 65-69,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0035,0.0071,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),319,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 70-74,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0013,0.0085,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),320,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 75-79,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0083,0.0072,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),321,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 80-84,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0096,0.0063,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),322,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",instrumental variable,monthly standardized non-cvr mortality rate - age 85+,mortality,old,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,NA,NA,97.99,36.22,0.0019,0.0134,NA,table 1,table 5 - column 3,NA,0
he et al. (2016),323,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",conventional time series,monthly standardized mortality rate,mortality,all,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,4.12,1.61,97.99,36.22,0.003,0.002,NA,table 1,table 10 - column 4,NA,0
he et al. (2016),324,https://www.sciencedirect.com/science/article/abs/pii/S0095069616300237,JEEM,2016,economics,"34 urban districts, china",conventional time series,monthly standardized cvr mortality rate,mortality,all,0,pm10,monthly,1930,1 µg/m³ increase in pm10,0,0,1,1.85,0.89,97.99,36.22,0.004,0.003,NA,table 1,table 10 - column 8,NA,0
he et al. (2020),325,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes,mortality,all,0,straw burning,monthly,1538,1 straw burning,0,0,1,189,141,2,7.8,0.156,0.08,NA,table 1,table 3 - column 2,NA,0
he et al. (2020),326,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for cardiorespiratory causes,mortality,all,0,straw burning,monthly,1538,1 straw burning,0,0,1,114,87,2,7.8,0.182,0.081,NA,table 1,table 3 - column 4,NA,0
he et al. (2020),327,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for non-cardiorespiratory causes,mortality,all,1,straw burning,monthly,1538,1 straw burning,0,0,1,54,43,2,7.8,-0.058,0.096,NA,table 1,table 3 - column 6,NA,0
he et al. (2020),328,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 60+,mortality,old,0,straw burning,monthly,1538,1 straw burning,0,0,1,149.2,114.4,2,7.8,0.153,0.07,NA,table 1,table 3 - column 2,NA,0
he et al. (2020),329,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 40-59,mortality,age 40-59,0,straw burning,monthly,1538,1 straw burning,0,0,1,31,23.5,2,7.8,0.307,0.141,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),330,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 20-39,mortality,age 20-39,0,straw burning,monthly,1538,1 straw burning,0,0,1,2.2,2.4,2,7.8,-0.096,0.222,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),331,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 5-19,mortality,children/young,0,straw burning,monthly,1538,1 straw burning,0,0,1,1.3,1.7,2,7.8,0.229,0.242,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),332,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 1-4,mortality,children,0,straw burning,monthly,1538,1 straw burning,0,0,1,0.6,1,2,7.8,0.117,0.185,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),333,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,reduced-form,monthly number of deaths for all-causes - age 0,mortality,infant,0,straw burning,monthly,1538,1 straw burning,0,0,1,1.4,1.9,2,7.8,0.262,0.208,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),334,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 60+,mortality,old,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,149.2,114.4,49.2,24.2,0.32,0.12,NA,table 1,table 7 - column 4,NA,0
he et al. (2020),335,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 40-59,mortality,age 40-59,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,31,23.5,49.2,24.2,0.641,0.266,NA,table 1,table 7 - column 4,NA,0
he et al. (2020),336,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 20-39,mortality,age 20-39,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,2.2,2.4,49.2,24.2,-0.2,0.468,NA,table 1,table 7 - column 4,NA,0
he et al. (2020),337,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 5-19,mortality,children/young,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,1.3,1.7,49.2,24.2,0.478,0.567,NA,table 1,table 7 - column 4,NA,0
he et al. (2020),338,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 1-4,mortality,children,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,0.6,1,49.2,24.2,0.245,0.415,NA,table 1,table 7 - column 4,NA,0
he et al. (2020),339,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes - age 0,mortality,infant,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,1.4,1.9,49.2,24.2,0.617,0.533,NA,table 1,table 7 - column 2,NA,0
he et al. (2020),340,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for all-causes,mortality,all,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,189,141,49.2,24.2,0.325,0.143,NA,table 1,table 3 - column 2,NA,0
he et al. (2020),341,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for cardiorespiratory causes,mortality,all,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,114,87,49.2,24.2,0.38,0.148,NA,table 1,table 3 - column 4,NA,0
he et al. (2020),342,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,instrumental variable,monthly number of deaths for non-cardiorespiratory causes,mortality,all,1,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,54,43,49.2,24.2,-0.121,0.21,NA,table 1,table 3 - column 6,NA,0
he et al. (2020),343,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,conventional time series,monthly number of deaths for all-causes,mortality,all,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,189,141,49.2,24.2,0.032,0.023,NA,table 1,table 3 - column 2,NA,0
he et al. (2020),344,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,conventional time series,monthly number of deaths for cardiorespiratory causes,mortality,all,0,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,114,87,49.2,24.2,0.047,0.038,NA,table 1,table 3 - column 4,NA,0
he et al. (2020),345,"https://www.sciencedirect.com/science/article/abs/pii/S0304387820300432#:~:text=We%20find%20that%20straw%20burning,sensitive%20to%20straw%20burning%20pollution.",Journal of Development Economics,2020,economics,china,conventional time series,monthly number of deaths for non-cardiorespiratory causes,mortality,all,1,pm2.5,monthly,1538,1 µg/m³ increase in pm2.5,0,0,1,54,43,49.2,24.2,-0.025,0.047,NA,table 1,table 3 - column 6,NA,0
jans et al. (2018),346,https://www.sciencedirect.com/science/article/abs/pii/S0167629616300704,Journal of Health Economics,2018,economics,sweden,reduced-form,"health care visits for respiratory illness per 10,000 children",morbidity,children,0,inversion dummy,daily,34156,inversion dummy,1,0,0,2.073,1.59,NA,NA,0.104,0.028,NA,table 1,table 3 - column 5,NA,0
jia et al. (2019),347,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for cancers,mortality,all,1,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,16.3,9.32,NA,NA,-0.008,0.02,NA,table 1,table 2 - column 8,NA,0
jia et al. (2019),348,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for accidents,mortality,all,1,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,4.21,3.68,NA,NA,0.007,0.009,NA,table 1,table 2 - column 9,NA,0
